"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","year","est","lwr","upr","log_est","se","type","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"647",35,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2022,11092228.2170412,5236203.29557,23497469.4208337,16.2217552604287,0.382990725640104,"index",35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
"648",36,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2023,25114244.3498936,12327175.290017,51165433.6396877,17.0389457471124,0.363082687379355,"index",36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
"649",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2010,1157385.64612917,468092.859311481,2861700.42379236,13.9616742662212,0.461871902143012,"index",37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
"650",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2017,50036680.5356328,24145409.5869573,103691320.290437,17.7282669051443,0.371773190788897,"index",38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
"651",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2019,41976323.4909616,19920989.6557153,88450009.9779096,17.5526162908885,0.380278314483901,"index",39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
"652",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2021,15257438.6979682,7131629.06206734,32641831.7044067,16.5405777255633,0.388031354308562,"index",40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
"653",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2022,11092228.2170412,5236203.29557,23497469.4208337,16.2217552604287,0.382990725640104,"index",41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"654",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2023,25114244.3498936,12327175.290017,51165433.6396877,17.0389457471124,0.363082687379355,"index",42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
"655",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2010,994731.742766504,463342.427839138,2135550.68695504,13.8102283745309,0.389806514753009,"index",43,43,43,43,43,43,43,43,NA,43,43,43,43,43,43,43
"656",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2017,69471704.0526483,37767653.3341228,127789715.216915,18.0564300916996,0.310958024824033,"index",44,44,44,44,44,44,44,44,NA,44,44,44,44,44,44,44
"657",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2019,34750608.9871047,18891849.1340948,63922002.3621317,17.3637076546303,0.310958025338548,"index",45,45,45,45,45,45,45,45,NA,45,45,45,45,45,45,45
"658",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2021,11374057.1654708,6266794.93184583,20643594.9812214,16.246845632814,0.304122948556895,"index",46,46,46,46,46,46,46,46,NA,46,46,46,46,46,46,46
"659",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2022,11547242.4125024,6442565.80788537,20696537.8871094,16.261957214262,0.297719643196389,"index",47,47,47,47,47,47,47,47,NA,47,47,47,47,47,47,47
"660",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2023,11505533.5512624,6165808.16580089,21469578.4785302,16.2583386559749,0.318275685452959,"index",48,48,48,48,48,48,48,48,NA,48,48,48,48,48,48,48
"661",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2010,728962.64591731,333989.780254365,1591026.34439313,13.4993777695097,0.398227774702174,"index",49,49,49,49,49,49,49,NA,NA,49,49,49,49,49,49,49
"662",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2017,39602292.7253836,20270467.8034873,77370764.4200084,17.4943975716544,0.341701163981637,"index",50,50,50,50,50,50,50,NA,NA,50,50,50,50,50,50,50
"663",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2019,78004331.8000218,39461202.5711212,154193876.088835,18.1722749190095,0.347683115909443,"index",51,51,51,51,51,51,51,NA,NA,51,51,51,51,51,51,51
"664",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2021,31159766.312329,15268362.8347579,63591037.6997761,17.2546382793344,0.36395812780382,"index",52,52,52,52,52,52,52,NA,NA,52,52,52,52,52,52,52
"665",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2022,18039897.610019,8485138.85972109,38353869.1776538,16.7080963968631,0.384838487328522,"index",53,53,53,53,53,53,53,NA,NA,53,53,53,53,53,53,53
"666",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2023,14145472.5325888,4937049.29877541,40529146.2695857,16.4649051684934,0.537064340993999,"index",54,54,54,54,54,54,54,NA,NA,54,54,54,54,54,54,54
"667",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2010,1157385.64612917,468092.859311481,2861700.42379236,13.9616742662212,0.461871902143012,"index",55,55,55,55,55,55,NA,NA,NA,55,55,55,55,55,55,55
"668",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2017,50036680.5356328,24145409.5869573,103691320.290437,17.7282669051443,0.371773190788897,"index",56,56,56,56,56,56,NA,NA,NA,56,56,56,56,56,56,56
"669",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2019,41976323.4909616,19920989.6557153,88450009.9779096,17.5526162908885,0.380278314483901,"index",57,57,57,57,57,57,NA,NA,NA,57,57,57,57,57,57,57
"670",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2021,15257438.6979682,7131629.06206734,32641831.7044067,16.5405777255633,0.388031354308562,"index",58,58,58,58,58,58,NA,NA,NA,58,58,58,58,58,58,58
"671",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2022,11092228.2170412,5236203.29557,23497469.4208337,16.2217552604287,0.382990725640104,"index",59,59,59,59,59,59,NA,NA,NA,59,59,59,59,59,59,59
"672",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2023,25114244.3498936,12327175.290017,51165433.6396877,17.0389457471124,0.363082687379355,"index",60,60,60,60,60,60,NA,NA,NA,60,60,60,60,60,60,60
"673",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2010,994731.742766504,463342.427839138,2135550.68695504,13.8102283745309,0.389806514753009,"index",61,61,61,61,61,NA,NA,NA,NA,61,61,61,61,61,61,61
"674",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2017,69471704.0526483,37767653.3341228,127789715.216915,18.0564300916996,0.310958024824033,"index",62,62,62,62,62,NA,NA,NA,NA,62,62,62,62,62,62,62
"675",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2019,34750608.9871047,18891849.1340948,63922002.3621317,17.3637076546303,0.310958025338548,"index",63,63,63,63,63,NA,NA,NA,NA,63,63,63,63,63,63,63
"676",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2021,11374057.1654708,6266794.93184583,20643594.9812214,16.246845632814,0.304122948556895,"index",64,64,64,64,64,NA,NA,NA,NA,64,64,64,64,64,64,64
"677",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2022,11547242.4125024,6442565.80788537,20696537.8871094,16.261957214262,0.297719643196389,"index",65,65,65,65,65,NA,NA,NA,NA,65,65,65,65,65,65,65
"678",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2023,11505533.5512624,6165808.16580089,21469578.4785302,16.2583386559749,0.318275685452959,"index",66,66,66,66,66,NA,NA,NA,NA,66,66,66,66,66,66,66
"679",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2010,728962.64591731,333989.780254365,1591026.34439313,13.4993777695097,0.398227774702174,"index",67,67,67,67,NA,NA,NA,NA,NA,67,67,67,67,67,67,67
"680",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2017,39602292.7253836,20270467.8034873,77370764.4200084,17.4943975716544,0.341701163981637,"index",68,68,68,68,NA,NA,NA,NA,NA,68,68,68,68,68,68,68
"681",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2019,78004331.8000218,39461202.5711212,154193876.088835,18.1722749190095,0.347683115909443,"index",69,69,69,69,NA,NA,NA,NA,NA,69,69,69,69,69,69,69
"682",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2021,31159766.312329,15268362.8347579,63591037.6997761,17.2546382793344,0.36395812780382,"index",70,70,70,70,NA,NA,NA,NA,NA,70,70,70,70,70,70,70
"683",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2022,18039897.610019,8485138.85972109,38353869.1776538,16.7080963968631,0.384838487328522,"index",71,71,71,71,NA,NA,NA,NA,NA,71,71,71,71,71,71,71
"684",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2023,14145472.5325888,4937049.29877541,40529146.2695857,16.4649051684934,0.537064340993999,"index",72,72,72,72,NA,NA,NA,NA,NA,72,72,72,72,72,72,72
"685",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2010,1773105.41337926,1049582.01502875,2995385.5553334,14.3882430380996,0.267525566940049,"index",73,73,73,NA,NA,NA,NA,NA,NA,73,73,73,73,73,73,73
"686",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2017,55483283.7674141,34615130.2337696,88932058.2307732,17.8315923399689,0.240714068856591,"index",74,74,74,NA,NA,NA,NA,NA,NA,74,74,74,74,74,74,74
"687",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2019,64692603.4143108,38254986.1409194,109400979.028056,17.9851574316734,0.268052356803988,"index",75,75,75,NA,NA,NA,NA,NA,NA,75,75,75,75,75,75,75
"688",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2021,16057563.249171,9188196.93031095,28062669.9075768,16.591690527024,0.284831892545402,"index",76,76,76,NA,NA,NA,NA,NA,NA,76,76,76,76,76,76,76
"689",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2022,15046106.1294721,7425640.9144673,30486972.4064185,16.5266297867443,0.360302656038575,"index",77,77,77,NA,NA,NA,NA,NA,NA,77,77,77,77,77,77,77
"690",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2023,13933806.9235332,5408074.1066775,35900206.164442,16.4498285979765,0.482878770055425,"index",78,78,78,NA,NA,NA,NA,NA,NA,78,78,78,78,78,78,78
"691",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2010,1469721.93463105,774120.487248623,2790369.97562615,14.200583780747,0.327098343167115,"index",79,79,NA,NA,NA,NA,NA,NA,NA,79,79,79,79,79,79,79
"692",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2017,47491879.2836412,24535302.6449982,91927889.805417,17.6760692919395,0.336968298644062,"index",80,80,NA,NA,NA,NA,NA,NA,NA,80,80,80,80,80,80,80
"693",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2019,54905581.0155569,33183513.2145453,90847006.0769364,17.8211255591555,0.256924026413637,"index",81,81,NA,NA,NA,NA,NA,NA,NA,81,81,81,81,81,81,81
"694",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2021,14795757.2059185,7928058.18926647,27612616.6168747,16.5098510223594,0.318338669791933,"index",82,82,NA,NA,NA,NA,NA,NA,NA,82,82,82,82,82,82,82
"695",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2022,16911755.9448655,9810821.9741499,29152245.3360464,16.6435195561026,0.277822930907127,"index",83,83,NA,NA,NA,NA,NA,NA,NA,83,83,83,83,83,83,83
"696",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2023,14280486.7161871,7166018.19751531,28458244.9039701,16.4744045980615,0.351814567630984,"index",84,84,NA,NA,NA,NA,NA,NA,NA,84,84,84,84,84,84,84
"697",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2010,719709.614394478,381346.569824854,1358297.07158438,13.4866030962985,0.324056578885079,"index",85,NA,NA,NA,NA,NA,NA,NA,NA,85,85,85,85,85,85,85
"698",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2017,53425578.9470062,33817720.4700637,84402273.3096241,17.7938001957417,0.233323011043614,"index",86,NA,NA,NA,NA,NA,NA,NA,NA,86,86,86,86,86,86,86
"699",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2019,65764692.2560297,41211345.8161377,104946700.038044,18.001593660425,0.238458208322246,"index",87,NA,NA,NA,NA,NA,NA,NA,NA,87,87,87,87,87,87,87
"700",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2021,22590552.7921343,13754099.3397796,37104070.7826081,16.9330423588015,0.253165308785991,"index",88,NA,NA,NA,NA,NA,NA,NA,NA,88,88,88,88,88,88,88
"701",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2022,15733003.1097639,9903439.50138373,24994082.7948973,16.5712711728812,0.23616683642312,"index",89,NA,NA,NA,NA,NA,NA,NA,NA,89,89,89,89,89,89,89
"702",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2023,19586993.0799285,10997941.5463341,34883827.696015,16.7903762855376,0.29447357655057,"index",90,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,90,90,90,90
"703",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2010,860200.095500658,529225.244959785,1398164.98050007,13.6649203103532,0.247836643986311,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,91,91,91,91,91
"704",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2017,57623933.3132569,38445898.0792674,86368581.7312543,17.8694485482769,0.206476233842889,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,92,92,92,92,92,92,92
"705",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2019,62890424.0652838,40724884.9223366,97120113.3325217,17.9569044694654,0.221715595883397,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,93,93,93,93,93,93,93
"706",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2021,25607278.7661834,16891914.7429362,38819324.8538176,17.0583871958406,0.212269996431031,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,94,94,94,94,94,94
"707",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2022,20759066.1393216,13261580.171123,32495284.9823353,16.8484936315951,0.22863273572786,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,95,95,95,95,95
"708",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2023,14176563.8410088,7815536.59310435,25714800.2499941,16.4671007253735,0.30382014600496,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,96,96,96,96,96,96,96
"709",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2010,1265009.50995197,811290.919907064,1972472.53852199,14.0505901978641,0.226641007220638,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,97,97,97,97,NA
"710",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2017,61634481.0296388,43274584.8427917,87783840.4595504,17.9367320288729,0.180440031626709,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,98,NA
"711",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2019,65863204.9233953,44814312.2431293,96798579.4191509,18.0030904963977,0.196458906059824,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,99,99,NA
"712",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2021,29396593.3817908,19553408.4840787,44194837.0872519,17.1963893542276,0.208028913405087,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,NA
"713",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2022,16707088.1165605,10637817.5192168,26239103.3527587,16.631343625456,0.230319397985562,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,101,101,101,101,NA
"714",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2023,17483108.5183323,10002054.635765,30559629.4556137,16.6767457452378,0.284925976299912,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,102,102,102,102,NA
"715",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2010,1672303.7761522,1088356.26323302,2569562.94019522,14.3297127404257,0.219153843229111,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,103,103,103,103,103,NA,NA
"716",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2017,52504309.5902302,34603265.6254912,79665964.345167,17.7764058116258,0.212732069109832,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,104,104,104,104,104,NA,NA
"717",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2019,60067171.4346931,37444064.2995747,96358799.4961803,17.9109740178984,0.241134665195012,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,105,105,105,105,105,NA,NA
"718",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2021,23375170.763018,13554451.2252412,40311378.0942116,16.9671849384821,0.278045610903246,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,106,106,106,106,106,NA,NA
"719",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2022,17896056.046438,10669769.8071701,30016469.6900987,16.700090913933,0.26386498364412,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,107,107,107,107,107,NA,NA
"720",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2023,11585131.8232352,5477190.33161645,24504403.0306916,16.2652330945698,0.382216350017504,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,108,108,108,108,108,NA,NA
"721",NA,NA,NA,NA,NA,NA,"NBS","walleye pollock","walleye_pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2010,1590034.79148804,1036594.30365706,2438958.64488451,14.279266455396,0.218277105735571,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,109,109,109,109,NA,NA,NA
